8.46292	0.243462	0	0	8.46292	0.243462	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
8.4485	0.251375	0	0	8.44818	0.251553	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
8.47192	0.248809	-0.00965243	-0.000287196	8.56759	0.241943	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
8.46484	0.250987	-0.00965243	-0.000287196	8.45582	0.253997	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
8.46093	0.251415	-0.893731	-0.0254865	8.42544	0.254042	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
8.39811	0.250709	-0.893731	-0.0254865	8.23962	0.24916	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
8.36732	0.245317	-1.83712	-0.056814	7.93286	0.188391	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
8.25696	0.228282	-1.83712	-0.0568139	7.84073	0.159858	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
8.22493	0.223438	-2.17571	-0.0424653	7.61269	0.155818	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
8.11122	0.213318	-2.17572	-0.0424652	7.54016	0.159641	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
8.08726	0.206559	-2.12083	-0.0481342	7.50815	0.0953827	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.98483	0.184358	-2.12082	-0.0481348	7.3426	0.0345312	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.95907	0.175217	-2.23241	-0.0166028	7.20598	0.00492725	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.85283	0.15019	-2.2324	-0.0166034	7.05406	-0.0533413	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.82154	0.136258	-2.152	-0.0603611	6.74585	-0.143185	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.72202	0.0988514	-2.15197	-0.0603706	6.84972	-0.258748	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.6962	0.0794957	-2.13564	-0.077043	6.66966	-0.346668	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.60058	0.034269	-2.13563	-0.0770266	6.64329	-0.462604	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.57917	0.0105599	-1.98447	-0.336165	6.60862	-0.557035	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.49605	-0.0386997	-1.98452	-0.336061	6.56029	-0.650892	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.47517	-0.0699348	-1.81478	-0.776133	6.40696	-0.842921	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.39984	-0.135944	-1.81515	-0.775181	6.45805	-1.05268	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.38252	-0.171875	-1.76172	-0.982323	6.38626	-1.15695	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.3061	-0.237817	-1.76277	-0.978779	6.25499	-1.25007	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.29259	-0.282556	-1.45728	-2.60687	6.43125	-1.48148	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
7.23453	-0.359594	-1.45937	-2.59812	6.36328	-1.65656	3.13891e-043	1.69005e-038	2.36936e-038	7.00649e-045
